fold,model_name,horizon,horizon_days,evaluation_type,segment_type,segment_value,mae,rmse,wape,bias,aggregate_bias,actual_sum,forecast_sum,observations,rmsse,rmsse_defined_series,rmsse_undefined_series,evaluation_split
validation_fold_3,ridge_global_v1,days_1_30_daily,30,daily,store_id,WI_3,1.4221961375872294,2.735180834551319,0.6977250061752557,-0.0551102737585703,-165.33082127571106,6115.0,5949.669178724289,3000,0.7927042655459795,100,0,validation
combined,hist_gradient_boosting_base,day_1_daily,1,daily,demand_band,high,2.1004991411854927,3.256027038062234,0.4523917657230539,-0.2133837718668314,-63.37498024444894,1379.0,1315.625019755551,297,0.4926405248204355,297,0,validation
combined,hist_gradient_boosting_base,day_1_daily,1,daily,demand_band,low,0.5487097973045448,0.763967702640713,0.9758491604757472,0.0011838882708112,0.3516148164309283,167.0,167.35161481643092,297,0.4650204454182663,297,0,validation
combined,hist_gradient_boosting_base,day_1_daily,1,daily,demand_band,medium,0.8977014603647377,1.335245786472893,0.8452204519126454,0.0103019141242142,3.1523857220095746,325.0,328.1523857220096,306,0.4767757375792514,306,0,validation
combined,hist_gradient_boosting_base,day_1_daily,1,daily,dept_id,FOODS_1,1.3505773967845065,2.347620146724411,0.6222796879382537,-0.234420069933739,-31.64670944105477,293.0,261.3532905589452,135,0.5756065687181943,135,0,validation
combined,hist_gradient_boosting_base,day_1_daily,1,daily,dept_id,FOODS_2,0.7696582503507471,1.1192951045806916,0.7237085040611503,0.0110735549682702,2.7905358520041084,268.0,270.7905358520041,252,0.4015914725943793,252,0,validation
combined,hist_gradient_boosting_base,day_1_daily,1,daily,dept_id,FOODS_3,1.3357307484383123,2.3395380944860853,0.5230762396556139,-0.0604577117289624,-31.01480611695775,1310.0,1278.9851938830425,513,0.4900794268799329,513,0,validation
combined,hist_gradient_boosting_base,day_1_daily,1,daily,intermittency_class,highly_intermittent,0.3991605395895699,0.6283199732503828,1.410367239883147,0.0150011055607214,0.7950585947182384,15.0,15.795058594718236,53,0.5580768234154705,53,0,validation
combined,hist_gradient_boosting_base,day_1_daily,1,daily,intermittency_class,intermittent,0.6948306287987075,1.1061068519944697,0.7839581178330967,0.0543304525273656,23.41642503929461,382.0,405.4164250392946,431,0.4514424257873765,431,0,validation
combined,hist_gradient_boosting_base,day_1_daily,1,daily,intermittency_class,regular,1.780971615366973,2.824758742989168,0.5026351370370833,-0.2021213061058203,-84.08246334002126,1474.0,1389.9175366599786,416,0.4955983815018418,416,0,validation
combined,hist_gradient_boosting_base,day_1_daily,1,daily,overall,all,1.1794574462257232,2.0730045885571693,0.5673499206858101,-0.0665233107844538,-59.87097970600843,1871.0,1811.129020293992,900,0.4781318709557172,900,0,validation
combined,hist_gradient_boosting_base,day_1_daily,1,daily,store_id,CA_1,1.3152987533869642,2.2994692636736973,0.5185146202576731,-0.2409505038632891,-72.28515115898674,761.0,688.7148488410132,300,0.4728809936672626,300,0,validation
combined,hist_gradient_boosting_base,day_1_daily,1,daily,store_id,TX_2,1.219867023700051,2.149455430339529,0.5638830618027971,-0.1049713086267711,-31.49139258803133,649.0,617.5086074119686,300,0.4969645822607352,300,0,validation
combined,hist_gradient_boosting_base,day_1_daily,1,daily,store_id,WI_3,1.0032065615901542,1.7275203416866292,0.6528459186053064,0.1463518801366988,43.90556404100964,461.0,504.9055640410096,300,0.4645500369391535,300,0,validation
combined,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,demand_band,high,8.469425126251586,13.761932333976622,0.2635878929578456,-0.0073560221747773,-2.1847385859088604,9543.0,9540.815261414087,297,0.7093583178833968,297,0,validation
combined,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,demand_band,low,2.151511282596528,2.7774565415061274,0.5276621394972492,0.3685269415765037,109.45250164822158,1211.0,1320.4525016482216,297,0.6926975882024805,297,0,validation
combined,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,demand_band,medium,3.1933772058447136,4.269454030272851,0.4417601378790607,0.8813918012097718,269.70589117019017,2212.0,2481.7058911701906,306,0.664725845970487,306,0,validation
combined,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,dept_id,FOODS_1,5.18936751425659,8.852130680405411,0.3559779544840649,-0.4493467620405183,-60.66181287546997,1968.0,1907.33818712453,135,0.8086897847180238,135,0,validation
combined,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,dept_id,FOODS_2,3.316510432058101,4.755827238288505,0.4503020629734059,1.191050194977023,300.14464913420977,1856.0,2156.14464913421,252,0.6606357614281074,252,0,validation
combined,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,dept_id,FOODS_3,5.058998625951443,9.656851357301248,0.2838838651403511,0.2680132903971991,137.49081797376314,9142.0,9279.490817973763,513,0.6708837819837394,513,0,validation
combined,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,intermittency_class,highly_intermittent,1.603975134469713,1.8393581126414,0.9884963038011022,1.1906875437220832,63.10643981727041,86.0,149.1064398172704,53,0.8917616384972041,53,0,validation
combined,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,intermittency_class,intermittent,2.794327843950703,4.40772825709174,0.4349423260176067,0.6876284728158286,296.3678717836221,2769.0,3065.367871783622,431,0.6859855649768453,431,0,validation
combined,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,intermittency_class,regular,6.832272970064239,11.557260290949658,0.2811023198048386,0.0420657274798327,17.499342631610432,10111.0,10128.49934263161,416,0.6656095375699578,416,0,validation
combined,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,overall,all,4.590657264907079,8.440513381143802,0.3186481211180295,0.4188596158138922,376.97365423250295,12966.0,13342.973654232504,900,0.688685236638305,900,0,validation
combined,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,store_id,CA_1,5.169589079649412,10.447842489026554,0.3029056101357077,-0.253970774055368,-76.19123221661042,5120.0,5043.808767783389,300,0.6818206848637289,300,0,validation
combined,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,store_id,TX_2,4.169586584009279,6.563601615361929,0.2895546238895332,0.7146007852929849,214.38023558789547,4320.0,4534.380235587896,300,0.6803246031650931,300,0,validation
combined,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,store_id,WI_3,4.432796131062547,7.84146157110474,0.3771522516502451,0.7959488362040594,238.78465086121784,3526.0,3764.784650861218,300,0.703910421886093,300,0,validation
combined,hist_gradient_boosting_base,days_1_7_daily,7,daily,demand_band,high,2.28559923585638,3.8898958547634335,0.4979315531117482,-0.0010508603106825,-2.184738585908917,9543.0,9540.81526141409,2079,0.6433526256589245,297,0,validation
combined,hist_gradient_boosting_base,days_1_7_daily,7,daily,demand_band,low,0.6725505078839925,0.967345068982164,1.154609831454022,0.0526467059395005,109.45250164822158,1211.0,1320.4525016482216,2079,0.6685963489094465,297,0,validation
combined,hist_gradient_boosting_base,days_1_7_daily,7,daily,demand_band,medium,0.9497500834926588,1.3507539445188124,0.9196947011036506,0.1259131144585388,269.7058911701902,2212.0,2481.70589117019,2142,0.618659821527646,306,0,validation
combined,hist_gradient_boosting_base,days_1_7_daily,7,daily,dept_id,FOODS_1,1.4482630319947207,2.6016601215166704,0.6954311815218552,-0.0641923945772169,-60.66181287547,1968.0,1907.33818712453,945,0.7485420580697765,135,0,validation
combined,hist_gradient_boosting_base,days_1_7_daily,7,daily,dept_id,FOODS_2,0.9615138368627396,1.431647686425808,0.91385259063894,0.1701500278538604,300.1446491342098,1856.0,2156.14464913421,1764,0.5986629932194137,252,0,validation
combined,hist_gradient_boosting_base,days_1_7_daily,7,daily,dept_id,FOODS_3,1.4256861661421956,2.7572170176621404,0.5600130193192544,0.0382876129138855,137.4908179737631,9142.0,9279.490817973763,3591,0.6375097440615083,513,0,validation
combined,hist_gradient_boosting_base,days_1_7_daily,7,daily,intermittency_class,highly_intermittent,0.4498266860920178,0.5465751470955937,1.940531401629519,0.1700982205317262,63.10643981727043,86.0,149.10643981727043,371,0.7263809818448811,53,0,validation
combined,hist_gradient_boosting_base,days_1_7_daily,7,daily,intermittency_class,intermittent,0.7896699629541601,1.2451017995408564,0.8603951889608888,0.0982326389736898,296.3678717836221,2769.0,3065.367871783622,3017,0.6270410549989067,431,0,validation
combined,hist_gradient_boosting_base,days_1_7_daily,7,daily,intermittency_class,regular,1.9351092092392408,3.3419742174376053,0.5573175766298752,0.006009389639976,17.49934263161029,10111.0,10128.49934263161,2912,0.6495333271441306,416,0,validation
combined,hist_gradient_boosting_base,days_1_7_daily,7,daily,overall,all,1.2991044438218269,2.4336120427574146,0.6312168746010727,0.0598370879734131,376.9736542325029,12966.0,13342.973654232504,6300,0.6432875009269621,900,0,validation
combined,hist_gradient_boosting_base,days_1_7_daily,7,daily,store_id,CA_1,1.46029009765151,2.95867703185905,0.598947110364877,-0.0362815391507668,-76.19123221661044,5120.0,5043.80876778339,2100,0.6631686400702126,300,0,validation
combined,hist_gradient_boosting_base,days_1_7_daily,7,daily,store_id,TX_2,1.2988688486087094,2.2285859945452144,0.6313945791847893,0.1020858264704263,214.38023558789536,4320.0,4534.380235587896,2100,0.645365968093013,300,0,validation
combined,hist_gradient_boosting_base,days_1_7_daily,7,daily,store_id,WI_3,1.1381543852052611,2.0117249836964275,0.677857121080842,0.1137069766005799,238.7846508612179,3526.0,3764.784650861218,2100,0.6213278946176604,300,0,validation
combined,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,demand_band,high,39.04944777615997,63.28930430335686,0.2659775706247021,12.817087893890283,3806.675104485415,43604.0,47410.67510448542,297,1.4313439650409827,297,0,validation
combined,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,demand_band,low,9.04313058606467,10.98656250240498,0.4957197829570334,4.74713602770991,1409.8994002298432,5418.0,6827.899400229843,297,1.5073666816235578,297,0,validation
combined,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,demand_band,medium,11.557554829958503,15.025949163564023,0.3244300319206772,3.890355109474988,1190.4486634993464,10901.0,12091.448663499346,306,1.1602120802954117,306,0,validation
combined,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,dept_id,FOODS_1,16.86022136786787,23.67820109125392,0.2861256926036659,7.0047599805684255,945.6425973767374,7955.0,8900.642597376736,135,1.4293943075315367,135,0,validation
combined,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,dept_id,FOODS_2,17.72668484984392,33.70908124584613,0.4072128151468248,4.297289115322017,1082.9168570611482,10970.0,12052.916857061147,252,1.4291538543116702,252,0,validation
combined,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,dept_id,FOODS_3,21.592306208041304,42.6359769279243,0.2701803279361234,8.53501698591953,4378.463713776719,40998.0,45376.46371377671,513,1.3152182374784918,513,0,validation
combined,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,intermittency_class,highly_intermittent,10.102838950151511,11.433142028765392,1.290242082790434,9.739326056994496,516.1842810207083,415.0,931.1842810207085,53,2.8018792452223917,53,0,validation
combined,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,intermittency_class,intermittent,10.757409902685522,15.189253478045725,0.3405643945980211,4.575737365261487,1972.1428044277009,13614.0,15586.142804427702,431,1.3033296297747134,431,0,validation
combined,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,intermittency_class,regular,30.40435918060704,53.44426474148213,0.275596230860952,9.419942506649509,3918.696082766196,45894.0,49812.6960827662,416,1.2442002120194144,416,0,validation
combined,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,overall,all,19.800119501720022,37.926564657265686,0.2973834346002039,7.118914631349561,6407.023168214605,59923.0,66330.0231682146,900,1.3642466206997383,900,0,validation
combined,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,store_id,CA_1,21.33639496184321,39.51683760742768,0.2856022884415921,7.059928741589992,2117.9786224769978,22412.0,24529.978622477,300,1.2726150179156397,300,0,validation
combined,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,store_id,TX_2,18.861552645480117,36.18236812011054,0.2867659534585462,8.204650948621262,2461.3952845863787,19732.0,22193.39528458638,300,1.4304053646105443,300,0,validation
combined,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,store_id,WI_3,19.202410897836742,38.00695597958699,0.3240184076354701,6.092164203837427,1827.649261151228,17779.0,19606.64926115123,300,1.3897194795730312,300,0,validation
combined,hist_gradient_boosting_base,days_1_30_daily,30,daily,demand_band,high,2.7457151958622283,4.281817676049905,0.5610568387104957,0.4272362631296763,3806.675104485416,43604.0,47410.67510448541,8910,0.750287857318961,297,0,validation
combined,hist_gradient_boosting_base,days_1_30_daily,30,daily,demand_band,low,0.761484980784245,1.01822506744197,1.2522759650770807,0.1582378675903303,1409.8994002298432,5418.0,6827.899400229844,8910,0.7870507722337879,297,0,validation
combined,hist_gradient_boosting_base,days_1_30_daily,30,daily,demand_band,medium,1.0646392586308353,1.4460260199951016,0.8965588839767973,0.1296785036491662,1190.4486634993464,10901.0,12091.448663499345,9180,0.7374135527303116,306,0,validation
combined,hist_gradient_boosting_base,days_1_30_daily,30,daily,dept_id,FOODS_1,1.514254086790369,2.448148006046087,0.770927599183029,0.2334919993522808,945.6425973767374,7955.0,8900.642597376736,4050,0.8246926521040486,135,0,validation
combined,hist_gradient_boosting_base,days_1_30_daily,30,daily,dept_id,FOODS_2,1.276569246426448,2.188013237858066,0.8797505472182267,0.1432429705107339,1082.9168570611482,10970.0,12052.916857061147,7560,0.7520281257667665,252,0,validation
combined,hist_gradient_boosting_base,days_1_30_daily,30,daily,dept_id,FOODS_3,1.6399577266839638,2.92112571510052,0.615614161999761,0.2845005661973177,4378.46371377672,40998.0,45376.46371377671,15390,0.7434571625445809,513,0,validation
combined,hist_gradient_boosting_base,days_1_30_daily,30,daily,intermittency_class,highly_intermittent,0.5988560134964113,0.6840940281096919,2.294412196287455,0.3246442018998165,516.1842810207082,415.0,931.1842810207085,1590,0.978124282719428,53,0,validation
combined,hist_gradient_boosting_base,days_1_30_daily,30,daily,intermittency_class,intermittent,0.920104529943837,1.3767976389708376,0.8738762723794485,0.1525245788420495,1972.1428044277009,13614.0,15586.142804427702,12930,0.7570810890064091,431,0,validation
combined,hist_gradient_boosting_base,days_1_30_daily,30,daily,intermittency_class,regular,2.2574847223171504,3.652962428071583,0.6138800133899428,0.3139980835549836,3918.696082766196,45894.0,49812.6960827662,12480,0.730998999439302,416,0,validation
combined,hist_gradient_boosting_base,days_1_30_daily,30,daily,overall,all,1.51935340622782,2.6651984619926865,0.6845875868723386,0.2372971543783187,6407.023168214606,59923.0,66330.0231682146,27000,0.7580423556807131,900,0,validation
combined,hist_gradient_boosting_base,days_1_30_daily,30,daily,store_id,CA_1,1.6464160661621232,2.9315233515928907,0.6611522664402602,0.2353309580529997,2117.9786224769978,22412.0,24529.978622477,9000,0.7439449892901516,300,0,validation
combined,hist_gradient_boosting_base,days_1_30_daily,30,daily,store_id,TX_2,1.4807711694474774,2.479331032579354,0.6753973507514341,0.273488364954042,2461.3952845863787,19732.0,22193.395284586382,9000,0.757692901674464,300,0,validation
combined,hist_gradient_boosting_base,days_1_30_daily,30,daily,store_id,WI_3,1.4308729830738596,2.562993756406581,0.7243296500177027,0.2030721401279142,1827.6492611512283,17779.0,19606.64926115123,9000,0.7724891760775235,300,0,validation
validation_fold_1,hist_gradient_boosting_base,day_1_daily,1,daily,demand_band,high,2.261385509281809,3.523547603920141,0.3886756344078109,-0.3791420945951376,-37.53506736491863,576.0,538.4649326350815,99,0.5534205781904616,99,0,validation
validation_fold_1,hist_gradient_boosting_base,day_1_daily,1,daily,demand_band,low,0.6185206999211138,0.7928062898882777,0.8874427433650763,0.0048375293954112,0.478915410145715,69.0,69.47891541014573,99,0.529632786594593,99,0,validation
validation_fold_1,hist_gradient_boosting_base,day_1_daily,1,daily,demand_band,medium,1.069490116769804,1.6736107772545752,0.8522499368009376,0.0261876805398814,2.6711434150679074,128.0,130.6711434150679,102,0.5416960709932427,102,0,validation
validation_fold_1,hist_gradient_boosting_base,day_1_daily,1,daily,dept_id,FOODS_1,1.5766172043921942,2.4253771615145188,0.5457521092126826,-0.3879445083518768,-17.457502875834457,130.0,112.54249712416556,45,0.7202235454309388,45,0,validation
validation_fold_1,hist_gradient_boosting_base,day_1_daily,1,daily,dept_id,FOODS_2,0.8229797933238558,1.1789781639377617,0.7946011797609642,0.1215685468588167,10.211757936140607,87.0,97.2117579361406,84,0.4608089474291967,84,0,validation
validation_fold_1,hist_gradient_boosting_base,day_1_daily,1,daily,dept_id,FOODS_3,1.4860855542968223,2.644180089504073,0.4570514924186271,-0.1587091438597142,-27.13926360001114,556.0,528.8607363999888,171,0.5342530481086923,171,0,validation
validation_fold_1,hist_gradient_boosting_base,day_1_daily,1,daily,intermittency_class,highly_intermittent,0.5597911260149026,0.8838012778005762,1.2595300335335309,-0.028840314543253,-0.5191256617785549,8.0,7.480874338221445,18,0.7532374769132324,18,0,validation
validation_fold_1,hist_gradient_boosting_base,day_1_daily,1,daily,intermittency_class,intermittent,0.7647851002283103,1.2439492149063645,0.7543085920060046,0.0948819788336605,13.663004952047118,146.0,159.66300495204712,144,0.4836082631847133,144,0,validation
validation_fold_1,hist_gradient_boosting_base,day_1_daily,1,daily,intermittency_class,regular,1.985459506670032,3.1162982021354115,0.4426387914708633,-0.3444122306519823,-47.52888782997356,619.0,571.4711121700265,138,0.574474042550683,138,0,validation
validation_fold_1,hist_gradient_boosting_base,day_1_daily,1,daily,overall,all,1.3139956887386977,2.2927772627312004,0.509959516974915,-0.11461669513235,-34.385008539705,773.0,738.614991460295,300,0.5415842745167705,300,0,validation
validation_fold_1,hist_gradient_boosting_base,day_1_daily,1,daily,store_id,CA_1,1.3655666711253946,2.3781606471852674,0.424089028299812,-0.3524570801465158,-35.245708014651576,322.0,286.7542919853485,100,0.5118680982128655,100,0,validation
validation_fold_1,hist_gradient_boosting_base,day_1_daily,1,daily,store_id,TX_2,1.2941191540317332,2.282047275117855,0.4901966492544443,-0.204798935649102,-20.479893564910203,264.0,243.52010643508984,100,0.5307335432426118,100,0,validation
validation_fold_1,hist_gradient_boosting_base,day_1_daily,1,daily,store_id,WI_3,1.2823012410589658,2.215196356939504,0.685722588801586,0.2134059303985678,21.34059303985678,187.0,208.3405930398568,100,0.5821511820948344,100,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,demand_band,high,6.919523845999191,9.904414615426164,0.2397734899383688,2.181726071465979,215.99088107513197,2857.0,3072.9908810751326,99,0.6184047340368444,99,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,demand_band,low,2.124912015544649,2.7572927021084923,0.5272338083682211,0.4350829540949987,43.07321245540487,399.0,442.07321245540487,99,0.6800879623186186,99,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,demand_band,medium,3.2460559902030104,4.2293450503706485,0.4883447064907184,1.3160663493928595,134.2387676380717,678.0,812.2387676380717,102,0.6653196318267307,102,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,dept_id,FOODS_1,4.97522240734477,7.06776002805258,0.3593659844791567,1.2732637056684275,57.29686675507925,623.0,680.2968667550792,45,0.8259473378976628,45,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,dept_id,FOODS_2,2.9999510373511304,3.863792109483031,0.4874195109042456,1.3681091607987772,114.92116950709728,517.0,631.9211695070974,84,0.6302955349094195,84,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,dept_id,FOODS_3,4.389567051611331,7.168358685579248,0.2686528152560979,1.2928937129031104,221.08482490643183,2794.0,3015.0848249064315,171,0.621642831858078,171,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,intermittency_class,highly_intermittent,1.448959608645451,1.6631925008836193,0.7670962634005329,1.1220170464707029,20.19630683647265,34.0,54.19630683647265,18,0.813795529176894,18,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,intermittency_class,intermittent,2.598940333657396,3.43192082141412,0.442372822750195,0.9018609509690776,129.8679769395472,846.0,975.8679769395472,144,0.659684418644271,144,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,intermittency_class,regular,5.986725944139594,8.740619987547046,0.2705200328393137,1.762598386902816,243.23857739258855,3054.0,3297.238577392589,138,0.6287717650402772,138,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,overall,all,4.088322870978491,6.400213479417985,0.3117683938214405,1.3110095372286947,393.3028611686084,3934.0,4327.302861168608,300,0.6547112646183912,300,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,store_id,CA_1,3.756439802194087,5.466060286706547,0.2477862666354938,1.154716712836945,115.47167128369452,1516.0,1631.471671283695,100,0.5770994295146216,100,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,store_id,TX_2,4.182441044861137,6.371555208281836,0.3161331099668281,1.123164274587146,112.3164274587146,1323.0,1435.3164274587143,100,0.6904115538089635,100,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_aggregate,7,aggregate,store_id,WI_3,4.326087765880248,7.2397283731005535,0.395076508299566,1.6551476242619934,165.51476242619933,1095.0,1260.5147624261992,100,0.6966228105315885,100,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_daily,7,daily,demand_band,high,2.0517200662334742,3.0513809290153797,0.4976695855442063,0.3116751530665684,215.9908810751319,2857.0,3072.990881075132,693,0.5991085548979189,99,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_daily,7,daily,demand_band,low,0.6971989318198423,0.9797859433962054,1.2109244605291998,0.0621547077278569,43.07321245540487,399.0,442.07321245540487,693,0.6890000361109917,99,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_daily,7,daily,demand_band,medium,0.95266378719367,1.3428537832187202,1.0032477050977586,0.1880094784846942,134.23876763807166,678.0,812.2387676380716,714,0.6079839675752301,102,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_daily,7,daily,dept_id,FOODS_1,1.415994253136883,2.2225871735878764,0.715952150462469,0.1818948150954897,57.29686675507926,623.0,680.2968667550792,315,0.7410208002636611,45,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_daily,7,daily,dept_id,FOODS_2,0.9021246775209752,1.2394259692958025,1.0260141400045133,0.1954441658283967,114.9211695070973,517.0,631.9211695070974,588,0.6111123177490665,84,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_daily,7,daily,dept_id,FOODS_3,1.3439559812755029,2.2287564749341127,0.5757749855357112,0.1846991018433015,221.0848249064319,2794.0,3015.084824906432,1197,0.6132031842091773,171,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_daily,7,daily,intermittency_class,highly_intermittent,0.4666556119029015,0.6077367804388089,1.7293707970519294,0.1602881494958146,20.196306836472647,34.0,54.19630683647264,126,0.7576123585870659,18,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_daily,7,daily,intermittency_class,intermittent,0.773826677742683,1.1487035889401138,0.9220062543317074,0.1288372787098682,129.86797693954716,846.0,975.8679769395472,1008,0.6121815686922447,144,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_daily,7,daily,intermittency_class,regular,1.8078539455930005,2.697412580844198,0.5718359238516171,0.2517997695575451,243.23857739258855,3054.0,3297.238577392589,966,0.6358401946109073,138,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_daily,7,daily,overall,all,1.2310489570034424,2.0006264366371287,0.6571435713541507,0.1872870767469563,393.3028611686084,3934.0,4327.302861168609,2100,0.6317903840085188,300,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_daily,7,daily,store_id,CA_1,1.2996577772536515,2.1251302614819907,0.6001058338242454,0.1649595304052779,115.47167128369452,1516.0,1631.4716712836944,700,0.6346470000318629,100,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_daily,7,daily,store_id,TX_2,1.2388678929379855,1.9880333859569577,0.6554856576391458,0.1604520392267351,112.31642745871456,1323.0,1435.3164274587143,700,0.6214457032666227,100,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_7_daily,7,daily,store_id,WI_3,1.1546212008186898,1.881239762754371,0.7381140096557834,0.2364496606088561,165.5147624261993,1095.0,1260.5147624261992,700,0.6392784487270707,100,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,demand_band,high,39.54029681345664,61.71997523434274,0.2779190191361169,13.071306819786251,1294.059375158839,14085.0,15379.05937515884,99,1.4889265542856676,99,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,demand_band,low,8.994117432604147,11.560336293126838,0.4823497431353253,4.492083989058123,444.7163149167541,1846.0,2290.716314916754,99,1.491351131855135,99,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,demand_band,medium,12.00093181767899,15.899544090686843,0.3532741833775633,5.20740503480592,531.1553135502038,3465.0,3996.155313550204,102,1.2110877415538814,102,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,dept_id,FOODS_1,19.11879505334505,26.121531963236475,0.3051953804187751,6.578125615107767,296.0156526798495,2819.0,3115.0156526798496,45,1.6229748628224174,45,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,dept_id,FOODS_2,18.373938567215795,37.29701682738797,0.5763296637961638,11.722917633774738,984.725081237078,2678.0,3662.725081237078,84,1.4032105630276648,84,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,dept_id,FOODS_3,21.20026572348901,39.63186589952654,0.2608277889572358,5.784738419350111,989.190269708869,13899.0,14888.190269708872,171,1.3314320727783784,171,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,intermittency_class,highly_intermittent,11.241219195820952,12.849274077098404,1.4988292261094602,11.10391858896923,199.8705346014461,135.0,334.8705346014462,18,2.9979227897749925,18,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,intermittency_class,intermittent,10.901562452326008,15.145045303142927,0.3590633561607834,4.804360706389719,691.8279417201195,4372.0,5063.827941720119,144,1.308226112411976,144,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,intermittency_class,regular,30.846631283359077,52.48466456010278,0.2859047026061893,9.987192226842254,1378.232527304231,14889.0,16267.23252730423,138,1.2770381895881224,138,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,overall,all,20.096673519210917,37.24432020811681,0.3108373920273909,7.566436678752655,2269.9310036257966,19396.0,21665.9310036258,300,1.3952614685547844,300,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,store_id,CA_1,18.64521913219714,32.02075574408679,0.2607358290056935,8.677220437576771,867.722043757677,7151.0,8018.722043757677,100,1.1708627996758605,100,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,store_id,TX_2,21.688597389683256,37.60666708358597,0.329864599082635,5.427147755514559,542.7147755514559,6575.0,7117.714775551456,100,1.5743827183148231,100,0,validation
validation_fold_1,hist_gradient_boosting_base,days_1_30_aggregate,30,aggregate,store_id,WI_3,19.956204035752357,41.494914817795184,0.3519612704718228,8.594941843166641,859.4941843166641,5670.0,6529.494184316664,100,1.4405388876736698,100,0,validation
